date,prcp,tmax,tmin,wind,srad,lrad,qair,rhum
1980-05-24 12:00:00,0.0,28.943552,11.075285,1.8375746,337.17004,334.72256,0.008155583,57.9249
1980-05-25 12:00:00,0.0,24.082973,10.574517,5.181557,319.89816,317.89536,0.006693439,57.48262
1980-05-26 12:00:00,0.0,17.651518,2.1522918,6.1686873,346.52502,277.69608,0.0044970154,60.122032
1980-05-27 12:00:00,0.0,17.544027,1.4625846,5.7674093,350.0065,275.34573,0.0043946314,60.190742
1980-05-28 12:00:00,0.0,18.506449,2.0729907,4.5510373,350.1414,279.4389,0.004615569,60.095707
1980-05-29 12:00:00,0.0,21.3608,2.6540294,1.9637749,356.1915,288.9388,0.005214794,59.92195
1980-05-30 12:00:00,0.0,22.076014,6.384681,5.3402085,340.1055,307.02594,0.006596982,63.613613
1980-05-31 12:00:00,6.5343084,23.49019,9.689912,7.1443806,240.94295,343.77045,0.007992255,66.72365
1980-06-01 12:00:00,4.0970645,22.681772,11.425607,5.285516,219.03593,353.0946,0.008780527,70.13308
1980-06-02 12:00:00,2.2263057,23.518934,12.661173,3.3456235,214.75514,359.89542,0.009348813,70.33804
1980-06-03 12:00:00,3.2242212,23.216745,13.312225,4.0498605,204.23534,360.84875,0.009058717,68.63616
1980-06-04 12:00:00,0.062003396,17.278118,11.129885,6.692029,189.02602,338.35233,0.006991876,69.58007
1980-06-05 12:00:00,0.0,18.81824,3.280239,5.543048,350.8438,285.76505,0.005045867,62.32007
1980-06-06 12:00:00,16.417858,21.989962,3.5096111,3.4059544,269.8374,317.58588,0.0060012685,64.04198
1980-06-07 12:00:00,4.87016,19.203547,9.394786,5.209692,212.45737,337.11832,0.0071709463,69.07067
1980-06-08 12:00:00,1.4983282,17.91339,8.10715,6.0488744,213.87863,324.5644,0.0058170874,64.505516
1980-06-09 12:00:00,7.0323987,10.816457,0.056612365,6.9088554,234.45526,287.9276,0.0040550875,69.84083
1980-06-10 12:00:00,2.1552958,11.739181,0.8605963,4.1590133,239.55255,289.2724,0.0040811594,67.71904
1980-06-11 12:00:00,0.0,11.721132,0.60938257,3.850689,317.82477,270.9807,0.0040117945,66.50968
1980-06-12 12:00:00,0.0,17.621897,1.0327252,2.7611406,361.28934,274.8516,0.0044188034,61.01971
1980-06-13 12:00:00,0.0,23.764116,3.0200663,3.1301148,367.4591,293.2995,0.005269298,57.190884
1980-06-14 12:00:00,0.0,26.238632,5.9149427,3.4111958,361.8558,312.31116,0.0066527356,58.783203
1980-06-15 12:00:00,16.42005,25.665642,10.210288,2.8825397,253.32675,343.4105,0.0072824745,59.26006
1980-06-16 12:00:00,0.0,20.35231,6.6700587,4.9864073,335.07135,299.77014,0.0055552376,59.189713
1980-06-17 12:00:00,0.0,19.404732,2.63577,2.7048025,358.84406,283.77527,0.0048366264,59.696255
1980-06-18 12:00:00,0.0,22.039408,3.9525225,3.899239,360.8088,294.54535,0.005523662,59.55545
1980-06-19 12:00:00,8.482303,22.458565,6.8328214,3.4880972,259.01642,327.82523,0.0064419513,61.85682
1980-06-20 12:00:00,3.9649606,17.472565,8.420251,7.1072955,199.26833,334.5001,0.0067797755,69.963806
1980-06-21 12:00:00,0.0,20.310427,9.043142,6.1411815,304.4788,314.8758,0.006381177,62.02678
1980-06-22 12:00:00,0.0,23.449368,5.8810987,2.2545075,357.40472,303.00406,0.0058687255,57.39256
1980-06-23 12:00:00,0.0,25.925785,7.5880814,2.3702548,356.50833,315.82764,0.0067408034,57.030094
1980-06-24 12:00:00,0.0,28.249567,10.513952,3.7558992,348.5505,333.53552,0.008021887,57.37375
1980-06-25 12:00:00,0.0,29.15356,13.083044,3.5143964,336.2095,347.40326,0.009140371,58.373608
1980-06-26 12:00:00,0.0,28.262884,14.77995,4.075732,315.27365,353.56284,0.0095031485,59.2731
1980-06-27 12:00:00,0.0,26.782064,14.04547,4.459625,311.75662,341.90646,0.008212703,57.040928
1980-06-28 12:00:00,9.823,21.258917,7.5162516,3.4789495,249.59875,331.23492,0.006934342,65.41659
1980-06-29 12:00:00,44.266,21.588686,10.361794,3.0937102,225.68823,345.7625,0.008088814,69.060356
1980-06-30 12:00:00,10.425802,18.817919,12.047382,3.7841525,163.58562,357.00974,0.00860387,75.27802
1980-07-01 12:00:00,0.0,23.246775,12.28543,3.1931977,296.11145,339.98984,0.0088403905,67.89078
1980-07-02 12:00:00,1.8027506,21.32485,13.392523,4.171064,179.8619,361.5733,0.008947908,70.94293
1980-07-03 12:00:00,0.7090132,23.839727,11.147549,3.3193412,291.4491,335.76752,0.007890318,63.45203
1980-07-04 12:00:00,0.0,26.34756,10.136469,3.268986,341.18753,330.08774,0.008134985,61.62169
1980-07-05 12:00:00,22.943243,24.50953,12.662888,3.378895,226.44,357.12186,0.008804547,65.512886
1980-07-06 12:00:00,0.0,19.937874,11.437898,6.9240704,254.7456,331.51996,0.007313839,66.143295
1980-07-07 12:00:00,0.0,22.913488,5.6847744,4.9392247,351.75824,305.49643,0.00643841,62.598007
1980-07-08 12:00:00,8.408852,23.696335,9.726352,4.72185,244.38684,346.0234,0.008294352,67.108604
1980-07-09 12:00:00,0.0,23.859554,14.126244,2.8775692,268.58655,349.9755,0.009224117,66.491356
1980-07-10 12:00:00,0.0,26.954893,12.141511,1.4759034,325.94717,340.3055,0.008918776,62.75462
1980-07-11 12:00:00,4.8695316,26.978933,13.037332,3.6089964,236.62389,361.26517,0.008989531,62.50522
1980-07-12 12:00:00,0.0,23.01064,11.375366,5.0697637,299.16678,328.35403,0.0074571692,61.766945
1980-07-13 12:00:00,0.0,24.630709,7.177638,4.057447,346.1074,311.97247,0.0066297823,59.299686
1980-07-14 12:00:00,0.0,27.383818,9.476834,2.8153594,342.42404,327.44998,0.0076933536,58.47471
1980-07-15 12:00:00,0.0,26.862469,12.258075,5.1478844,322.373,346.23276,0.009806895,65.19697
1980-07-16 12:00:00,0.0,30.478344,18.18754,4.691065,288.60593,376.40634,0.011817362,62.412746
1980-07-17 12:00:00,0.099647455,27.977068,16.383055,4.4852443,273.43228,366.40094,0.010595694,63.255272
1980-07-18 12:00:00,0.0,26.695332,14.422685,2.7218633,298.5635,349.3801,0.009373671,62.125484
1980-07-19 12:00:00,0.0,27.743,12.528863,3.8570483,322.9805,346.58206,0.009668113,63.520737
1980-07-20 12:00:00,0.0,30.698895,16.910767,4.641511,300.57736,374.87756,0.012253259,64.83975
1980-07-21 12:00:00,14.7525,31.43739,19.226702,5.08299,209.07005,400.91696,0.013066556,65.2737
1980-07-22 12:00:00,2.8204062,25.71456,16.566914,3.9529872,186.24171,382.6489,0.01126195,70.06957
1980-07-23 12:00:00,0.5521,23.043335,15.426654,3.5249016,214.93622,361.53287,0.009694654,69.00078
1980-07-24 12:00:00,0.0,24.313269,11.459371,3.1932333,307.57297,328.765,0.007798873,61.96889
1980-07-25 12:00:00,0.0,26.046448,8.818112,3.0089407,332.73798,322.43115,0.007522734,60.46711
1980-07-26 12:00:00,0.0,26.345543,11.763061,2.9177537,315.67905,335.06946,0.008442375,61.075703
1980-07-27 12:00:00,0.0,27.288132,12.644077,3.7132661,313.56598,343.86743,0.009336167,62.476994
1980-07-28 12:00:00,2.2885451,25.757185,15.453857,6.031323,200.14961,376.05237,0.010942019,69.60275
1980-07-29 12:00:00,12.894318,23.45297,16.647255,4.3139834,150.6506,382.3609,0.010916069,72.914635
1980-07-30 12:00:00,2.3970296,24.332148,14.062839,2.549758,214.20998,360.4945,0.009305206,66.702614
1980-07-31 12:00:00,0.004981398,24.898243,12.0263,2.901202,298.44598,336.6166,0.008670499,64.26843
1980-08-01 12:00:00,7.8521214,26.106606,12.7453,3.669886,226.85345,362.33267,0.009913187,68.03847
1980-08-02 12:00:00,15.749367,26.89192,15.9020605,3.8524911,199.71477,378.93976,0.0111603085,68.91524
1980-08-03 12:00:00,8.495752,24.718546,15.679505,4.865975,180.68793,377.47812,0.011029304,72.10115
1980-08-04 12:00:00,0.0,26.62165,16.087992,2.5116897,261.57022,361.71143,0.010719051,67.071526
1980-08-05 12:00:00,4.3131204,28.93685,14.182521,3.4230733,249.12437,368.51996,0.010793341,65.86073
1980-08-06 12:00:00,0.00011110918,27.837725,17.245558,4.189368,256.7956,367.65894,0.011091749,65.00325
1980-08-07 12:00:00,0.0,28.32539,13.846012,3.397321,294.46002,354.08203,0.010445712,65.06001
1980-08-08 12:00:00,0.0,29.334015,17.015299,4.2571545,270.67233,373.0692,0.012177401,66.55293
1980-08-09 12:00:00,0.0,26.908957,18.955736,5.458068,210.24474,379.00372,0.011750232,68.00016
1980-08-10 12:00:00,2.5102565,25.36034,11.666018,2.4368541,218.01637,357.67233,0.009482333,68.79463
1980-08-11 12:00:00,5.044053,23.55432,15.22253,2.2570696,166.475,375.96262,0.011077058,74.85633
1980-08-12 12:00:00,3.397208,22.475828,17.016624,3.809619,119.48035,385.63217,0.01113787,76.034874
1980-08-13 12:00:00,0.0,23.158905,13.602757,3.8057187,247.58191,344.84805,0.009263576,69.2751
1980-08-14 12:00:00,15.723153,23.051022,11.987796,3.7872775,200.27069,354.65857,0.009315139,71.43136
1980-08-15 12:00:00,3.019459,23.80028,14.734112,4.684618,209.37498,356.2014,0.009421068,67.95711
1980-08-16 12:00:00,0.06489747,19.820496,10.237379,6.422446,245.77023,323.57443,0.007449121,68.618996
1980-08-17 12:00:00,0.0,22.871784,8.3860235,3.0428846,292.30417,311.82718,0.0069011953,63.032074
1980-08-18 12:00:00,0.5584638,22.0369,8.135412,4.1652293,264.53412,321.9058,0.007570375,67.30836
1980-08-19 12:00:00,0.0002526605,24.335398,13.058041,3.8299756,260.7939,340.0204,0.009156962,66.79831
1980-08-20 12:00:00,0.0,23.66842,13.321515,2.5253322,249.45035,340.3234,0.008996723,67.0175
1980-08-21 12:00:00,0.0,21.931284,11.611342,3.6639473,249.27937,331.0459,0.008303411,68.202385
1980-08-22 12:00:00,0.860931,21.483824,11.042226,3.263577,227.95233,335.62274,0.008399533,70.19719
1980-08-23 12:00:00,0.0,25.520758,12.4353895,2.6981382,267.09247,336.41876,0.008870723,64.94799
1980-08-24 12:00:00,0.0,26.38155,11.977066,3.5082219,272.209,335.37775,0.008755883,63.395203
1980-08-25 12:00:00,0.0,26.693407,11.795801,2.206331,272.13916,334.6871,0.008667548,62.790928
1980-08-26 12:00:00,0.0,27.845736,11.303483,1.8953377,274.78702,336.97968,0.008868557,62.549347
1980-08-27 12:00:00,0.0,28.845833,13.045036,3.2071495,267.11942,347.3438,0.009727327,62.786877
1980-08-28 12:00:00,0.0,25.608751,14.614984,2.97201,236.02704,353.1034,0.010376348,68.45866
1980-08-29 12:00:00,4.12947,26.892744,15.071474,1.732749,212.0035,364.3018,0.010856433,68.88286
1980-08-30 12:00:00,29.788977,27.967697,15.080652,4.120165,182.5283,375.80093,0.01119865,68.963394
1980-08-31 12:00:00,3.188125,25.849339,15.782145,4.59499,182.76642,372.92322,0.011512371,72.51702
1980-09-01 12:00:00,10.377368,28.13222,16.178381,4.7434626,173.506,381.0947,0.011826896,70.53966
1980-09-02 12:00:00,14.656426,29.84574,15.399952,5.0260377,181.88908,375.68066,0.010622686,64.71092
1980-09-03 12:00:00,0.0,24.339382,10.9034,4.882597,245.96017,328.77966,0.008302522,66.010345
1980-09-04 12:00:00,3.2814116,25.351068,9.230323,3.0699682,201.3887,341.4166,0.00815949,66.00936
